ID,Flight Number,Origin Airport,Origin Code,Destination Airport,Destination Code,Departing Date,Departing Time,Duration,Distance,Time Zone Difference,Arrival Date,Arrival Time,Flight Type, Surcharge,Food Served,Route Cost,Miner Points,Total Seats,First Class Seats,Business Class Seats,Main Cabin Seats,First Class Price,Business Class Price,Main Cabin Price,First Class Seats Sold,Business Class Seats Sold,Main Cabin Seats Sold,Total First Class Revenue,Total Business Class Revenue,Total Main Cabin Revenue,
738,230738,El Paso International Airport,ELP,Paris Charles de Gaulle Airport,CDG,2/25/2023,9:45 PM,639,4662,8,2/26/2023,4:24 PM,International,12,TRUE,77642,13986,144,10,46,88,11206,3238,1433,0,0,0,0,0,0,0
739,231739,El Paso International Airport,ELP,Paris Charles de Gaulle Airport,CDG,2/26/2023,1:30 AM,639,4662,8,2/26/2023,8:09 PM,International,12,TRUE,77642,13986,164,12,59,93,10500,5036,854,0,0,0,0,0,0,0
740,232740,Paris Charles de Gaulle Airport,CDG,El Paso International Airport,ELP,2/25/2023,5:30 AM,639,4662,-8,2/25/2023,8:09 AM,International,12,TRUE,75395,13986,161,14,57,90,8722,3840,708,0,0,0,0,0,0,0
741,233741,Paris Charles de Gaulle Airport,CDG,El Paso International Airport,ELP,2/25/2023,8:25 AM,639,4662,-8,2/25/2023,11:04 AM,International,12,TRUE,75395,13986,157,11,59,87,7656,3818,1310,0,0,0,0,0,0,0
742,234742,Paris Charles de Gaulle Airport,CDG,El Paso International Airport,ELP,2/25/2023,12:10 PM,639,4662,-8,2/25/2023,2:49 PM,International,12,TRUE,75395,13986,164,15,47,102,11319,4476,781,0,0,0,0,0,0,0
743,235743,Paris Charles de Gaulle Airport,CDG,El Paso International Airport,ELP,2/25/2023,3:05 PM,639,4662,-8,2/25/2023,5:44 PM,International,12,TRUE,75395,13986,169,15,56,98,6859,5339,1051,0,0,0,0,0,0,0
744,236744,Paris Charles de Gaulle Airport,CDG,El Paso International Airport,ELP,2/25/2023,6:50 PM,639,4662,-8,2/25/2023,9:29 PM,International,12,TRUE,75395,13986,167,11,64,92,6172,4538,1062,0,0,0,0,0,0,0
745,237745,Paris Charles de Gaulle Airport,CDG,El Paso International Airport,ELP,2/25/2023,9:45 PM,639,4662,-8,2/26/2023,12:24 AM,International,12,TRUE,75395,13986,146,8,53,85,7632,3346,622,0,0,0,0,0,0,0
746,238746,Paris Charles de Gaulle Airport,CDG,El Paso International Airport,ELP,2/26/2023,1:30 AM,639,4662,-8,2/26/2023,4:09 AM,International,12,TRUE,75395,13986,170,8,62,100,7847,3475,734,0,0,0,0,0,0,0
747,230747,El Paso International Airport,ELP,Tokyo Haneda Airport,HND,2/25/2023,5:30 AM,725,5322,16,2/26/2023,9:35 AM,International,14,TRUE,75058,15966,172,15,54,103,12167,3709,1133,0,0,0,0,0,0,0
748,231748,El Paso International Airport,ELP,Tokyo Haneda Airport,HND,2/25/2023,8:25 AM,725,5322,16,2/26/2023,12:30 PM,International,14,TRUE,75058,15966,166,8,54,104,11565,3668,954,0,0,0,0,0,0,0
749,232749,El Paso International Airport,ELP,Tokyo Haneda Airport,HND,2/25/2023,12:10 PM,725,5322,16,2/26/2023,4:15 PM,International,14,TRUE,75058,15966,143,10,41,92,11600,3436,1425,0,0,0,0,0,0,0
750,233750,El Paso International Airport,ELP,Tokyo Haneda Airport,HND,2/25/2023,3:05 PM,725,5322,16,2/26/2023,7:10 PM,International,14,TRUE,75058,15966,151,9,45,97,9265,4588,966,0,0,0,0,0,0,0
751,234751,El Paso International Airport,ELP,Tokyo Haneda Airport,HND,2/25/2023,6:50 PM,725,5322,16,2/26/2023,10:55 PM,International,14,TRUE,75058,15966,151,13,40,98,11335,4968,697,0,0,0,0,0,0,0
752,235752,Tokyo Haneda Airport,HND,El Paso International Airport,ELP,2/25/2023,5:30 AM,725,5322,-16,2/25/2023,1:35 AM,International,14,TRUE,51377,15966,159,15,55,89,7277,4640,869,0,0,0,0,0,0,0
753,236753,Tokyo Haneda Airport,HND,El Paso International Airport,ELP,2/25/2023,8:25 AM,725,5322,-16,2/25/2023,4:30 AM,International,14,TRUE,51377,15966,143,14,41,88,9993,5337,973,0,0,0,0,0,0,0
754,237754,Tokyo Haneda Airport,HND,El Paso International Airport,ELP,2/25/2023,12:10 PM,725,5322,-16,2/25/2023,8:15 AM,International,14,TRUE,51377,15966,168,11,60,97,11792,5792,899,0,0,0,0,0,0,0
755,238755,Tokyo Haneda Airport,HND,El Paso International Airport,ELP,2/25/2023,3:05 PM,725,5322,-16,2/25/2023,11:10 AM,International,14,TRUE,51377,15966,154,11,58,85,11228,5425,1258,0,0,0,0,0,0,0
756,230756,Tokyo Haneda Airport,HND,El Paso International Airport,ELP,2/25/2023,6:50 PM,725,5322,-16,2/25/2023,2:55 PM,International,14,TRUE,51377,15966,154,15,53,86,6664,5662,785,0,0,0,0,0,0,0
757,231757,Tokyo Haneda Airport,HND,El Paso International Airport,ELP,2/25/2023,9:45 PM,725,5322,-16,2/25/2023,5:50 PM,International,14,TRUE,51377,15966,173,14,62,97,5533,5161,1323,0,0,0,0,0,0,0
758,232758,El Paso International Airport,ELP,Dallas/Ft. Worth International Airport,DFW,2/26/2023,5:30 AM,94,551,1,2/26/2023,8:04 AM,Domestic,0,FALSE,13961,1102,153,8,58,87,1457,929,306,0,0,0,0,0,0,0
759,233759,El Paso International Airport,ELP,Dallas/Ft. Worth International Airport,DFW,2/26/2023,8:25 AM,94,551,1,2/26/2023,10:59 AM,Domestic,0,FALSE,13961,1102,165,14,53,98,3065,1089,237,0,0,0,0,0,0,0
760,234760,El Paso International Airport,ELP,Dallas/Ft. Worth International Airport,DFW,2/26/2023,12:10 PM,94,551,1,2/26/2023,2:44 PM,Domestic,0,FALSE,13961,1102,152,13,40,99,1785,962,235,0,0,0,0,0,0,0
761,235761,Dallas/Ft. Worth International Airport,DFW,El Paso International Airport,ELP,2/26/2023,5:30 AM,94,551,-1,2/26/2023,6:04 AM,Domestic,0,FALSE,19933,1102,169,15,56,98,1371,1037,157,0,0,0,0,0,0,0
762,236762,Dallas/Ft. Worth International Airport,DFW,El Paso International Airport,ELP,2/26/2023,8:25 AM,94,551,-1,2/26/2023,8:59 AM,Domestic,0,FALSE,19933,1102,166,9,59,98,2981,1199,546,0,0,0,0,0,0,0
763,237763,Dallas/Ft. Worth International Airport,DFW,El Paso International Airport,ELP,2/26/2023,12:10 PM,94,551,-1,2/26/2023,12:44 PM,Domestic,0,FALSE,19933,1102,166,10,57,99,2795,578,132,0,0,0,0,0,0,0
764,238764,Dallas/Ft. Worth International Airport,DFW,El Paso International Airport,ELP,2/26/2023,3:05 PM,94,551,-1,2/26/2023,3:39 PM,Domestic,0,FALSE,19933,1102,165,8,56,101,2671,676,523,0,0,0,0,0,0,0
765,230765,El Paso International Airport,ELP,Los Angeles International Airport,LAX,2/26/2023,5:30 AM,113,714,-1,2/26/2023,6:23 AM,Domestic,0,FALSE,14219,1428,153,13,51,89,2881,1159,505,0,0,0,0,0,0,0
766,231766,El Paso International Airport,ELP,Los Angeles International Airport,LAX,2/26/2023,8:25 AM,113,714,-1,2/26/2023,9:18 AM,Domestic,0,FALSE,14219,1428,151,14,40,97,2096,1040,126,0,0,0,0,0,0,0
767,232767,El Paso International Airport,ELP,Los Angeles International Airport,LAX,2/26/2023,12:10 PM,113,714,-1,2/26/2023,1:03 PM,Domestic,0,FALSE,14219,1428,157,15,54,88,2611,766,227,0,0,0,0,0,0,0
768,233768,El Paso International Airport,ELP,Los Angeles International Airport,LAX,2/26/2023,3:05 PM,113,714,-1,2/26/2023,3:58 PM,Domestic,0,FALSE,14219,1428,137,8,43,86,1482,1168,201,0,0,0,0,0,0,0
769,234769,Los Angeles International Airport,LAX,El Paso International Airport,ELP,2/26/2023,5:30 AM,113,714,1,2/26/2023,8:23 AM,Domestic,0,FALSE,10484,1428,158,13,43,102,2421,1133,171,0,0,0,0,0,0,0
770,235770,Los Angeles International Airport,LAX,El Paso International Airport,ELP,2/26/2023,8:25 AM,113,714,1,2/26/2023,11:18 AM,Domestic,0,FALSE,10484,1428,149,13,48,88,2052,1033,482,0,0,0,0,0,0,0
771,236771,Los Angeles International Airport,LAX,El Paso International Airport,ELP,2/26/2023,12:10 PM,113,714,1,2/26/2023,3:03 PM,Domestic,0,FALSE,10484,1428,160,9,54,97,2276,638,416,0,0,0,0,0,0,0
772,237772,El Paso International Airport,ELP,Chicago International Airport,ORD,2/26/2023,5:30 AM,176,1235,1,2/26/2023,9:26 AM,Domestic,0,FALSE,12805,2470,148,13,42,93,1275,717,535,0,0,0,0,0,0,0
773,238773,El Paso International Airport,ELP,Chicago International Airport,ORD,2/26/2023,8:25 AM,176,1235,1,2/26/2023,12:21 PM,Domestic,0,FALSE,12805,2470,166,14,54,98,2027,929,262,0,0,0,0,0,0,0
774,230774,El Paso International Airport,ELP,Chicago International Airport,ORD,2/26/2023,12:10 PM,176,1235,1,2/26/2023,4:06 PM,Domestic,0,FALSE,12805,2470,155,13,49,93,1416,678,524,0,0,0,0,0,0,0
775,231775,El Paso International Airport,ELP,Chicago International Airport,ORD,2/26/2023,3:05 PM,176,1235,1,2/26/2023,7:01 PM,Domestic,0,FALSE,12805,2470,148,9,52,87,1359,1028,179,0,0,0,0,0,0,0
776,232776,El Paso International Airport,ELP,Chicago International Airport,ORD,2/26/2023,6:50 PM,176,1235,1,2/26/2023,10:46 PM,Domestic,0,FALSE,12805,2470,139,13,41,85,2208,1024,507,0,0,0,0,0,0,0
777,233777,El Paso International Airport,ELP,Chicago International Airport,ORD,2/26/2023,9:45 PM,176,1235,1,2/27/2023,1:41 AM,Domestic,0,FALSE,12805,2470,177,13,63,101,3271,647,421,0,0,0,0,0,0,0
778,234778,Chicago International Airport,ORD,El Paso International Airport,ELP,2/26/2023,5:30 AM,176,1235,-1,2/26/2023,7:26 AM,Domestic,0,FALSE,11175,2470,149,10,50,89,3333,934,405,0,0,0,0,0,0,0
779,235779,Chicago International Airport,ORD,El Paso International Airport,ELP,2/26/2023,8:25 AM,176,1235,-1,2/26/2023,10:21 AM,Domestic,0,FALSE,11175,2470,154,12,54,88,1720,659,367,0,0,0,0,0,0,0
780,236780,Chicago International Airport,ORD,El Paso International Airport,ELP,2/26/2023,12:10 PM,176,1235,-1,2/26/2023,2:06 PM,Domestic,0,FALSE,11175,2470,173,15,60,98,2042,1193,407,0,0,0,0,0,0,0
781,237781,Chicago International Airport,ORD,El Paso International Airport,ELP,2/26/2023,3:05 PM,176,1235,-1,2/26/2023,5:01 PM,Domestic,0,FALSE,11175,2470,144,11,46,87,2798,1032,385,0,0,0,0,0,0,0
782,238782,El Paso International Airport,ELP,Hartsfield-Jackson Atlanta International Airport,ATL,2/26/2023,5:30 AM,181,1280,2,2/26/2023,10:31 AM,Domestic,0,FALSE,19240,2560,160,11,60,89,1935,1120,439,0,0,0,0,0,0,0
783,230783,El Paso International Airport,ELP,Hartsfield-Jackson Atlanta International Airport,ATL,2/26/2023,8:25 AM,181,1280,2,2/26/2023,1:26 PM,Domestic,0,FALSE,19240,2560,154,13,53,88,2098,643,465,0,0,0,0,0,0,0
784,231784,El Paso International Airport,ELP,Hartsfield-Jackson Atlanta International Airport,ATL,2/26/2023,12:10 PM,181,1280,2,2/26/2023,5:11 PM,Domestic,0,FALSE,19240,2560,150,11,43,96,1695,566,359,0,0,0,0,0,0,0
785,232785,El Paso International Airport,ELP,Hartsfield-Jackson Atlanta International Airport,ATL,2/26/2023,3:05 PM,181,1280,2,2/26/2023,8:06 PM,Domestic,0,FALSE,19240,2560,151,14,44,93,1990,957,174,0,0,0,0,0,0,0
786,233786,El Paso International Airport,ELP,Hartsfield-Jackson Atlanta International Airport,ATL,2/26/2023,6:50 PM,181,1280,2,2/26/2023,11:51 PM,Domestic,0,FALSE,19240,2560,152,9,40,103,2153,1190,346,0,0,0,0,0,0,0
787,234787,Hartsfield-Jackson Atlanta International Airport,ATL,El Paso International Airport,ELP,2/26/2023,5:30 AM,181,1280,-2,2/26/2023,6:31 AM,Domestic,0,FALSE,14337,2560,147,14,43,90,1813,888,312,0,0,0,0,0,0,0
788,235788,Hartsfield-Jackson Atlanta International Airport,ATL,El Paso International Airport,ELP,2/26/2023,8:25 AM,181,1280,-2,2/26/2023,9:26 AM,Domestic,0,FALSE,14337,2560,153,14,52,87,1631,934,165,0,0,0,0,0,0,0
789,236789,Hartsfield-Jackson Atlanta International Airport,ATL,El Paso International Airport,ELP,2/26/2023,12:10 PM,181,1280,-2,2/26/2023,1:11 PM,Domestic,0,FALSE,14337,2560,142,12,45,85,1905,581,296,0,0,0,0,0,0,0
790,237790,Hartsfield-Jackson Atlanta International Airport,ATL,El Paso International Airport,ELP,2/26/2023,3:05 PM,181,1280,-2,2/26/2023,4:06 PM,Domestic,0,FALSE,14337,2560,150,13,41,96,3398,799,186,0,0,0,0,0,0,0
791,238791,Hartsfield-Jackson Atlanta International Airport,ATL,El Paso International Airport,ELP,2/26/2023,6:50 PM,181,1280,-2,2/26/2023,7:51 PM,Domestic,0,FALSE,14337,2560,166,14,51,101,2017,1112,425,0,0,0,0,0,0,0
792,230792,Hartsfield-Jackson Atlanta International Airport,ATL,El Paso International Airport,ELP,2/26/2023,9:45 PM,181,1280,-2,2/26/2023,10:46 PM,Domestic,0,FALSE,14337,2560,153,10,50,93,2905,962,440,0,0,0,0,0,0,0
793,231793,El Paso International Airport,ELP,John F. Kennedy International Airport,JFK,2/26/2023,5:30 AM,256,1903,2,2/26/2023,11:46 AM,Domestic,0,FALSE,10889,3806,161,12,55,94,1872,762,352,0,0,0,0,0,0,0
794,232794,El Paso International Airport,ELP,John F. Kennedy International Airport,JFK,2/26/2023,8:25 AM,256,1903,2,2/26/2023,2:41 PM,Domestic,0,FALSE,10889,3806,150,9,54,87,3148,930,386,0,0,0,0,0,0,0
795,233795,El Paso International Airport,ELP,John F. Kennedy International Airport,JFK,2/26/2023,12:10 PM,256,1903,2,2/26/2023,6:26 PM,Domestic,0,FALSE,10889,3806,168,10,55,103,1602,713,227,0,0,0,0,0,0,0
796,234796,El Paso International Airport,ELP,John F. Kennedy International Airport,JFK,2/26/2023,3:05 PM,256,1903,2,2/26/2023,9:21 PM,Domestic,0,FALSE,10889,3806,168,12,58,98,1954,1165,367,0,0,0,0,0,0,0
797,235797,El Paso International Airport,ELP,John F. Kennedy International Airport,JFK,2/26/2023,6:50 PM,256,1903,2,2/27/2023,1:06 AM,Domestic,0,FALSE,10889,3806,146,8,48,90,3044,811,408,0,0,0,0,0,0,0
798,236798,John F. Kennedy International Airport,JFK,El Paso International Airport,ELP,2/26/2023,5:30 AM,256,1903,-2,2/26/2023,7:46 AM,Domestic,0,FALSE,13061,3806,167,10,59,98,1504,1026,465,0,0,0,0,0,0,0
799,237799,John F. Kennedy International Airport,JFK,El Paso International Airport,ELP,2/26/2023,8:25 AM,256,1903,-2,2/26/2023,10:41 AM,Domestic,0,FALSE,13061,3806,172,12,58,102,2717,732,309,0,0,0,0,0,0,0
800,238800,John F. Kennedy International Airport,JFK,El Paso International Airport,ELP,2/26/2023,12:10 PM,256,1903,-2,2/26/2023,2:26 PM,Domestic,0,FALSE,13061,3806,165,11,61,93,3183,969,459,0,0,0,0,0,0,0
801,230801,John F. Kennedy International Airport,JFK,El Paso International Airport,ELP,2/26/2023,3:05 PM,256,1903,-2,2/26/2023,5:21 PM,Domestic,0,FALSE,13061,3806,175,14,59,102,2262,1039,465,0,0,0,0,0,0,0
802,231802,El Paso International Airport,ELP,Boston Logan International Airport,BOS,2/26/2023,5:30 AM,275,2064,2,2/26/2023,12:05 PM,Domestic,0,FALSE,11521,4128,155,9,56,90,2897,828,453,0,0,0,0,0,0,0
803,232803,El Paso International Airport,ELP,Boston Logan International Airport,BOS,2/26/2023,8:25 AM,275,2064,2,2/26/2023,3:00 PM,Domestic,0,FALSE,11521,4128,157,12,51,94,1440,568,302,0,0,0,0,0,0,0
804,233804,El Paso International Airport,ELP,Boston Logan International Airport,BOS,2/26/2023,12:10 PM,275,2064,2,2/26/2023,6:45 PM,Domestic,0,FALSE,11521,4128,141,10,44,87,2316,855,317,0,0,0,0,0,0,0
805,234805,El Paso International Airport,ELP,Boston Logan International Airport,BOS,2/26/2023,3:05 PM,275,2064,2,2/26/2023,9:40 PM,Domestic,0,FALSE,11521,4128,155,9,46,100,3439,720,430,0,0,0,0,0,0,0
806,235806,El Paso International Airport,ELP,Boston Logan International Airport,BOS,2/26/2023,6:50 PM,275,2064,2,2/27/2023,1:25 AM,Domestic,0,FALSE,11521,4128,153,8,53,92,1345,678,139,0,0,0,0,0,0,0
807,236807,El Paso International Airport,ELP,Boston Logan International Airport,BOS,2/26/2023,9:45 PM,275,2064,2,2/27/2023,4:20 AM,Domestic,0,FALSE,11521,4128,162,11,62,89,1714,1169,286,0,0,0,0,0,0,0
808,237808,El Paso International Airport,ELP,Boston Logan International Airport,BOS,2/27/2023,1:30 AM,275,2064,2,2/27/2023,8:05 AM,Domestic,0,FALSE,11521,4128,162,8,59,95,2613,1056,413,0,0,0,0,0,0,0
809,238809,Boston Logan International Airport,BOS,El Paso International Airport,ELP,2/26/2023,5:30 AM,275,2064,2,2/26/2023,12:05 PM,Domestic,0,FALSE,18758,4128,175,14,60,101,1289,1118,254,0,0,0,0,0,0,0
810,230810,Boston Logan International Airport,BOS,El Paso International Airport,ELP,2/26/2023,8:25 AM,275,2064,2,2/26/2023,3:00 PM,Domestic,0,FALSE,18758,4128,168,15,63,90,2398,966,389,0,0,0,0,0,0,0
811,231811,Boston Logan International Airport,BOS,El Paso International Airport,ELP,2/26/2023,12:10 PM,275,2064,2,2/26/2023,6:45 PM,Domestic,0,FALSE,18758,4128,157,15,47,95,1355,915,212,0,0,0,0,0,0,0
812,232812,Boston Logan International Airport,BOS,El Paso International Airport,ELP,2/26/2023,3:05 PM,275,2064,2,2/26/2023,9:40 PM,Domestic,0,FALSE,18758,4128,170,9,59,102,1707,785,478,0,0,0,0,0,0,0
813,233813,Boston Logan International Airport,BOS,El Paso International Airport,ELP,2/26/2023,6:50 PM,275,2064,2,2/27/2023,1:25 AM,Domestic,0,FALSE,18758,4128,156,15,53,88,3094,829,292,0,0,0,0,0,0,0
814,234814,Boston Logan International Airport,BOS,El Paso International Airport,ELP,2/26/2023,9:45 PM,275,2064,2,2/27/2023,4:20 AM,Domestic,0,FALSE,18758,4128,152,10,40,102,2865,779,128,0,0,0,0,0,0,0
815,235815,El Paso International Airport,ELP,Harry Reid International Airport,LAS,2/26/2023,5:30 AM,97,582,-1,2/26/2023,6:07 AM,Domestic,0,FALSE,16488,1164,169,13,61,95,2591,768,340,0,0,0,0,0,0,0
816,236816,El Paso International Airport,ELP,Harry Reid International Airport,LAS,2/26/2023,8:25 AM,97,582,-1,2/26/2023,9:02 AM,Domestic,0,FALSE,16488,1164,157,12,46,99,1734,995,210,0,0,0,0,0,0,0
817,237817,El Paso International Airport,ELP,Harry Reid International Airport,LAS,2/26/2023,12:10 PM,97,582,-1,2/26/2023,12:47 PM,Domestic,0,FALSE,16488,1164,164,9,58,97,2439,911,379,0,0,0,0,0,0,0
818,238818,El Paso International Airport,ELP,Harry Reid International Airport,LAS,2/26/2023,3:05 PM,97,582,-1,2/26/2023,3:42 PM,Domestic,0,FALSE,16488,1164,158,9,47,102,3468,1041,407,0,0,0,0,0,0,0
819,230819,El Paso International Airport,ELP,Harry Reid International Airport,LAS,2/26/2023,6:50 PM,97,582,-1,2/26/2023,7:27 PM,Domestic,0,FALSE,16488,1164,147,14,42,91,1303,887,158,0,0,0,0,0,0,0
820,231820,El Paso International Airport,ELP,Harry Reid International Airport,LAS,2/26/2023,9:45 PM,97,582,-1,2/26/2023,10:22 PM,Domestic,0,FALSE,16488,1164,152,15,51,86,3303,951,378,0,0,0,0,0,0,0
821,232821,Harry Reid International Airport,LAS,El Paso International Airport,ELP,2/26/2023,5:30 AM,97,582,1,2/26/2023,8:07 AM,Domestic,0,FALSE,13844,1164,154,9,55,90,3033,1169,280,0,0,0,0,0,0,0
822,233822,Harry Reid International Airport,LAS,El Paso International Airport,ELP,2/26/2023,8:25 AM,97,582,1,2/26/2023,11:02 AM,Domestic,0,FALSE,13844,1164,164,11,50,103,1510,1027,300,0,0,0,0,0,0,0
823,234823,Harry Reid International Airport,LAS,El Paso International Airport,ELP,2/26/2023,12:10 PM,97,582,1,2/26/2023,2:47 PM,Domestic,0,FALSE,13844,1164,161,9,61,91,2619,608,494,0,0,0,0,0,0,0
824,235824,Harry Reid International Airport,LAS,El Paso International Airport,ELP,2/26/2023,3:05 PM,97,582,1,2/26/2023,5:42 PM,Domestic,0,FALSE,13844,1164,160,14,55,91,1947,1093,197,0,0,0,0,0,0,0
825,236825,Harry Reid International Airport,LAS,El Paso International Airport,ELP,2/26/2023,6:50 PM,97,582,1,2/26/2023,9:27 PM,Domestic,0,FALSE,13844,1164,167,12,58,97,1450,780,293,0,0,0,0,0,0,0
826,237826,Harry Reid International Airport,LAS,El Paso International Airport,ELP,2/26/2023,9:45 PM,97,582,1,2/27/2023,12:22 AM,Domestic,0,FALSE,13844,1164,141,11,40,90,2562,1029,339,0,0,0,0,0,0,0
827,238827,El Paso International Airport,ELP,Heathrow Airport,LHR,2/26/2023,5:30 AM,645,5148,7,2/26/2023,11:15 PM,International,13,TRUE,57472,15444,169,8,62,99,8037,3943,1217,0,0,0,0,0,0,0
828,230828,El Paso International Airport,ELP,Heathrow Airport,LHR,2/26/2023,8:25 AM,645,5148,7,2/27/2023,2:10 AM,International,13,TRUE,57472,15444,173,12,58,103,12833,4836,772,0,0,0,0,0,0,0
829,231829,El Paso International Airport,ELP,Heathrow Airport,LHR,2/26/2023,12:10 PM,645,5148,7,2/27/2023,5:55 AM,International,13,TRUE,57472,15444,172,15,56,101,5268,4653,580,0,0,0,0,0,0,0
830,232830,El Paso International Airport,ELP,Heathrow Airport,LHR,2/26/2023,3:05 PM,645,5148,7,2/27/2023,8:50 AM,International,13,TRUE,57472,15444,157,11,49,97,5693,5644,1189,0,0,0,0,0,0,0
831,233831,El Paso International Airport,ELP,Heathrow Airport,LHR,2/26/2023,6:50 PM,645,5148,7,2/27/2023,12:35 PM,International,13,TRUE,57472,15444,157,13,55,89,10632,5620,985,0,0,0,0,0,0,0
832,234832,El Paso International Airport,ELP,Heathrow Airport,LHR,2/26/2023,9:45 PM,645,5148,7,2/27/2023,3:30 PM,International,13,TRUE,57472,15444,153,13,41,99,6701,4686,1166,0,0,0,0,0,0,0
833,235833,El Paso International Airport,ELP,Heathrow Airport,LHR,2/27/2023,1:30 AM,645,5148,7,2/27/2023,7:15 PM,International,13,TRUE,57472,15444,160,9,62,89,6717,3818,1153,0,0,0,0,0,0,0
834,236834,Heathrow Airport,LHR,El Paso International Airport,ELP,2/26/2023,5:30 AM,645,5148,-7,2/26/2023,9:15 AM,International,13,TRUE,61130,15444,152,8,50,94,9728,4339,717,0,0,0,0,0,0,0
835,237835,Heathrow Airport,LHR,El Paso International Airport,ELP,2/26/2023,8:25 AM,645,5148,-7,2/26/2023,12:10 PM,International,13,TRUE,61130,15444,147,12,41,94,5257,3246,1118,0,0,0,0,0,0,0
836,238836,Heathrow Airport,LHR,El Paso International Airport,ELP,2/26/2023,12:10 PM,645,5148,-7,2/26/2023,3:55 PM,International,13,TRUE,61130,15444,159,14,51,94,7418,5407,1157,0,0,0,0,0,0,0
837,230837,Heathrow Airport,LHR,El Paso International Airport,ELP,2/26/2023,3:05 PM,645,5148,-7,2/26/2023,6:50 PM,International,13,TRUE,61130,15444,166,13,57,96,6086,4293,956,0,0,0,0,0,0,0
838,231838,Heathrow Airport,LHR,El Paso International Airport,ELP,2/26/2023,6:50 PM,645,5148,-7,2/26/2023,10:35 PM,International,13,TRUE,61130,15444,157,13,52,92,3386,2947,1041,0,0,0,0,0,0,0
839,232839,Abraham Gonzalez International Airport,CJS,Aeropuerto Internacional Benito Juarez,MEX,2/26/2023,5:30 AM,142,957,1,2/26/2023,8:52 AM,International,3,TRUE,63428,2871,159,10,46,103,9339,5244,1134,0,0,0,0,0,0,0
840,233840,Abraham Gonzalez International Airport,CJS,Aeropuerto Internacional Benito Juarez,MEX,2/26/2023,8:25 AM,142,957,1,2/26/2023,11:47 AM,International,3,TRUE,63428,2871,167,12,52,103,10184,5138,1309,0,0,0,0,0,0,0
841,234841,Abraham Gonzalez International Airport,CJS,Aeropuerto Internacional Benito Juarez,MEX,2/26/2023,12:10 PM,142,957,1,2/26/2023,3:32 PM,International,3,TRUE,63428,2871,151,14,51,86,9703,3972,1329,0,0,0,0,0,0,0
842,235842,Abraham Gonzalez International Airport,CJS,Aeropuerto Internacional Benito Juarez,MEX,2/26/2023,3:05 PM,142,957,1,2/26/2023,6:27 PM,International,3,TRUE,63428,2871,151,12,41,98,6466,3807,640,0,0,0,0,0,0,0
843,236843,Abraham Gonzalez International Airport,CJS,Aeropuerto Internacional Benito Juarez,MEX,2/26/2023,6:50 PM,142,957,1,2/26/2023,10:12 PM,International,3,TRUE,63428,2871,142,11,45,86,7454,5553,1210,0,0,0,0,0,0,0
844,237844,Abraham Gonzalez International Airport,CJS,Aeropuerto Internacional Benito Juarez,MEX,2/26/2023,9:45 PM,142,957,1,2/27/2023,1:07 AM,International,3,TRUE,63428,2871,165,14,47,104,8781,5189,1025,0,0,0,0,0,0,0
845,238845,Abraham Gonzalez International Airport,CJS,Aeropuerto Internacional Benito Juarez,MEX,2/27/2023,1:30 AM,142,957,1,2/27/2023,4:52 AM,International,3,TRUE,63428,2871,139,9,44,86,8950,4256,1342,0,0,0,0,0,0,0
846,230846,Aeropuerto Internacional Benito Juarez,MEX,Abraham Gonzalez International Airport,CJS,2/26/2023,5:30 AM,142,957,-1,2/26/2023,6:52 AM,International,3,TRUE,67866,2871,160,14,55,91,7494,4681,1320,0,0,0,0,0,0,0
847,231847,Aeropuerto Internacional Benito Juarez,MEX,Abraham Gonzalez International Airport,CJS,2/26/2023,8:25 AM,142,957,-1,2/26/2023,9:47 AM,International,3,TRUE,67866,2871,166,8,57,101,7649,3389,1196,0,0,0,0,0,0,0
848,232848,Aeropuerto Internacional Benito Juarez,MEX,Abraham Gonzalez International Airport,CJS,2/26/2023,12:10 PM,142,957,-1,2/26/2023,1:32 PM,International,3,TRUE,67866,2871,158,9,47,102,5585,2826,1208,0,0,0,0,0,0,0
849,233849,Aeropuerto Internacional Benito Juarez,MEX,Abraham Gonzalez International Airport,CJS,2/26/2023,3:05 PM,142,957,-1,2/26/2023,4:27 PM,International,3,TRUE,67866,2871,155,11,53,91,7075,5726,809,0,0,0,0,0,0,0
850,234850,Orlando International Airport,ORL,Los Angeles International Airport,LAX,2/26/2023,5:30 AM,281,1927,-3,2/26/2023,7:11 AM,Domestic,0,FALSE,60001,3854,172,14,56,102,3337,1092,417,0,0,0,0,0,0,0
851,235851,Orlando International Airport,ORL,Los Angeles International Airport,LAX,2/26/2023,8:25 AM,281,1927,-3,2/26/2023,10:06 AM,Domestic,0,FALSE,60001,3854,152,8,48,96,2037,959,384,0,0,0,0,0,0,0
852,236852,Orlando International Airport,ORL,Los Angeles International Airport,LAX,2/26/2023,12:10 PM,281,1927,-3,2/26/2023,1:51 PM,Domestic,0,FALSE,60001,3854,151,9,55,87,3210,845,387,0,0,0,0,0,0,0
853,237853,Orlando International Airport,ORL,Los Angeles International Airport,LAX,2/26/2023,3:05 PM,281,1927,-3,2/26/2023,4:46 PM,Domestic,0,FALSE,60001,3854,157,14,58,85,1282,848,345,0,0,0,0,0,0,0
